prefix,publisher,journals,dois
10.1589,"The Society of Physical Therapy Science",3,2784
10.4164,"The Society of Powder Technology, Japan",2,3840
10.5631,"The Society of Practical Otolaryngology",2,13933
10.2324,"The Society of Rubber Industry",3,6368
10.5059,"The Society of Synthetic Organic Chemistry, Japan",1,7505
10.12746,"The Southwest Respiratory and Critical Care Chronicles - SWRCCC",1,27
10.5111,"The Spectroscopical Society of Japan",1,2304
10.5357,"The Stomatological Society, Japan",1,2874
10.1384,"The Surface Analysis Society of Japan",1,61
10.4139,"The Surface Finishing Society of Japan",4,9936
10.1380,"The Surface Science Society of Japan",2,4183
10.2494,"The Technical Association of Photopolymers, Japan",1,2725
10.4188,"The Textile Machinery Society of Japan",6,6785
10.2346,"The Tire Society",1,540
10.5190,"The Tohoku Geographical Association",2,1861
10.1086,"The University of Chicago Press",69,325332
10.5353,"The University of Hong Kong Libraries",0,0
10.7888,"The University of Occupational and Environmental Health, Japan",1,41
10.3809,"The Virtual Explorer Pty Ltd.",1,313
10.3154,"The Visualization Society of Japan",3,5091
10.5925,"The Vitamin Society of Japan",1,801
10.3719,"The Weed Science Society of Japan",1,3173
10.5309,"The William and Mary Quarterly",1,192
10.5963,"The World Academic Publishing",6,105
10.1596,"The World Bank",0,0
10.3737,"The e-Crystals Federation",0,0
10.2986,"Theological Research Exchange Network",0,0
10.3798,"Theory in Action",1,191
10.4086,"Theory of Computing Exchange",2,251
10.7900,"Theta Foundation",1,32
10.1055,"Thieme Publishing Group",178,393217
10.1310,"Thomas Land Publishers, Inc.",4,3182
10.1680,"Thomas Telford Ltd.",58,38860
10.1358,"Thomson Reuters (Prous Science)",5,4308
10.4023,"Thomson Reuters (Scientific), Inc & Affiliates",0,0
10.3381,"Tobacco Science",1,52
10.1620,"Tohoku University Medical Press",1,10006
10.2209,"Tokyo Dental College",1,310
10.5026,"Tokyo Geographical Society",1,17936
10.2996,"Tokyo Institute of Technology, Department of Mathematics",2,2144
10.3836,"Tokyo Journal of Mathematics",1,1192
10.7441,"Tomas Bata University in Zlin",1,66
10.4028,"Trans Tech Publications",16,222260
10.3983,"Transformative Works and Cultures",1,329
10.3141,"Transportation Research Board",1,12977
10.9752,"Transportation and Marketing Program, AMS, USDA",0,0
10.5914,"Tropical Oceanography",1,8
10.9796,"Turfgrass Society of Korea",0,0
10.3944,"Turk Ortopedi ve Travmatoloji Dernegi",1,398
10.7884,"Turkce Edebiyat Kultur Egitim Dergisi",1,88
10.5080,"Turkish Association of Nervous and Mental Health",1,65
10.4194,"Turkish Journal of Fisheries and Aquatic Sciences",1,306
10.13076,"Turkish Journal of Orthodontics",0,0
10.12956,"Turkish Journal of Pediatric Disease",1,15
10.5094,"Turkish National Committee for Air Pollution and Control",1,194
10.5262,"Turkish Nephrology Dialysis Transplantation",1,232
10.5137,"Turkish Neurological Society",1,527
10.7456,"Turkish Online Journal of Design, Art and Communication",1,74
10.5543,"Turkish Society of Cardiology",1,250
10.4318,"Turkish Society of Gastroenterology",0,0
10.5421,"Turkish Society of Public Health Specialists",0,0
10.5097,"Turkish Surgical Association",0,0
10.1070,Turpion,10,33688
10.12713,"Two Golden Rules Publishing",0,0
10.3996,"U.S. Fish and Wildlife Service",2,434
10.1387,"UBC Press",3,1225
10.12800,"UCAM CCD",1,181
10.9733,"UCTEA Chamber of Surveying and Cadastre Engineers",1,16
10.7216,"UCTEA Chamber of Textile Engineers",1,41
10.5013,"UK Simulation Society",0,0
10.2218,"UKOLN, University of Bath",1,218
10.1629,UKSG,2,1106
10.5944,"UNED - Universidad Nacional de Educacion a Distancia",4,460
10.5016,"UNESP - Universidade Estdual Paulista",3,240
10.13057,"UNS Solo",0,0
10.5335,"UPF Editora",2,116
10.3133,"US Geological Survey",2,55
10.13037,"USCS Universidade Municipal de Sao Caetano do Sul",4,249
10.2737,"USDA Forest Service, Research & Development",0,0
10.5334,"Ubiquity Press, Ltd.",12,1949
10.1347,"Uitgeverij Boom",5,734
10.5945,"Undergraduate Writing Center - UT Austin",0,0
10.7831,"United Graduate School of Agricultural Science",1,3
10.5154,"Universidad Autonoma Chapingo",4,189
10.7770,"Universidad Catolica de Temuco",4,338
10.5209,"Universidad Complutense de Madrid",72,2955
10.5354,"Universidad de Chile",2,2206
10.5231,"Universidad de Malaga Faculty of Psychology",1,55
10.7440,"Universidad de los Andes",4,501
10.13102,"Universidade Estadual de Feira de Santana",1,19
10.5433,"Universidade Estadual de Londrina",16,1439
10.4025,"Universidade Estadual de Maringa",14,4993
10.5212,"Universidade Estadual de Ponta Grossa",13,1212
10.9771,"Universidade Federal da Bahia",1,68
10.5216,"Universidade Federal de Goias",14,1484
10.5007,"Universidade Federal de Santa Catarina",41,5881
10.5902,"Universidade Federal de Santa Maria",17,913
10.7198,"Universidade Federal de Sergipe",1,102
10.9789,"Universidade Federal do Estado do Rio de Janeiro UNIRIO",1,122
10.5380,"Universidade Federal do Parana",0,0
10.3895,"Universidade Tecnologica Federal do Parana",4,798
10.5892,"Universidade Vale do Rio Verde",1,144
10.5020,"Universidade de Fortaleza",2,732
10.11606,"Universidade de Sao Paulo Sistema Integrado de Bibliotecas - SIBiUSP",40,728
10.5965,"Universidade do Estado de Santa Catarina",2,95
10.12957,"Universidade do Estado do Rio de Janeiro UERJ",0,0
10.4013,"Universidade do Vale do Rio Dos Sinos - UNISINOS",20,1806
10.4468,"Universita degli Studi di Milano-Bicocca Symphonya Emerging Issues in Management (mEDRA)",1,173
10.12928,"Universitas Ahmad Dahlan",1,120
10.7454,"Universitas Indonesia, Directorate of Research and Public Service",3,453
10.5565,"Universitat Autonoma de Barcelona",1,1177
10.6035,"Universitat Jaume I",11,259
10.4995,"Universitat Politecnica de Valencia",8,1045
10.7203,"Universitat de Valencia",8,181
10.4180,"Universite des Antilles et de la Guyane",0,0
10.1522,"Universite du Quebec a Chicoutimi",0,0
10.7120,"Universities Federation for Animal Welfare",1,121
10.9741,"University Libraries, University of Nevada, Las Vegas",1,50
10.5195,"University Library System, University of Pittsburgh",28,7613
10.7557,"University Library at Tromso",2,1324
10.3990,"University Library/University of Twente",0,0
10.5585,"University Nove de Julho - Uninove",10,1986
10.7330,"University Press of Colorado",0,0
10.5876,"University Press of Colorado",0,0
10.5744,"University Press of Florida",0,0
10.7821,"University of Alicante",1,14
10.2458,"University of Arizona",1,214
10.5750,"University of Buckingham Press",1,103
10.2518,"University of Cadiz Library",0,0
10.2483,"University of California Press",0,0
10.1525,"University of California Press",54,62215
10.2191,"University of California Press",0,0
10.5420,"University of Central Lancashire",1,9
10.7208,"University of Chicago Press",0,0
10.5434,"University of Debrecen",0,0
10.12666,"University of Debrecen - Novenytermeles",1,2
10.5911,"University of Debrecen - Pedagogia Online",1,31
10.5486,"University of Debrecen - Publicationes Mathematicae Debrecen",1,238
10.5485,"University of Debrecen - Teaching Mathematics and Computer Science",0,0
10.5484,"University of Debrecen, Debrecen University Press",0,0
10.3849,"University of Defence",1,128
10.5709,"University of Finance and Management in Warsaw",2,283
10.7809,"University of Hamburg, Biodiversitat, Evolution and Okologie der Pflanzen",1,182
10.5920,"University of Huddersfield Press",4,228
10.5210,"University of Illinois Libraries",4,2165
10.5622,"University of Illinois Press",0,0
10.5406,"University of Illinois Press",25,2200
10.13008,"University of Iowa Libraries",0,0
10.5810,"University of Kentucky Press",0,0
10.4312,"University of Ljubljana",2,120
10.5203,"University of Manitoba Libraries",0,0
10.7191,"University of Massachusetts Medical School",2,64
10.3998,"University of Michigan Library",6,3930
10.5749,"University of Minnesota Press",4,160
10.5250,"University of Nebraska Press",8,458
10.5149,"University of North Carolina Press",0,0
10.12794,"University of North Texas Libraries",0,0
10.5617,"University of Oslo Library",1,27
10.11157,"University of Otago Library",2,258
10.9783,"University of Pennsylvania Press",0,0
10.4256,"University of Plymouth",1,26
10.5038,"University of South Florida Libraries",10,1385
10.12697,"University of Tartu Press",9,264
10.5130,"University of Technology, Sydney",0,0
10.7560,"University of Texas Press",7,434
10.2152,"University of Tokushima Faculty of Medicine",1,437
10.5015,"University of Toronto Medical Journal",1,69
10.3138,"University of Toronto Press Inc",25,15524
10.2754,"University of Veterinary and Pharmaceutical Sciences",1,1483
10.7172,"University of Warsaw, Faculty of Management",1,61
10.7311,"University of Warsaw, Faculty of Management YARS Journal",0,0
10.7152,"University of Washington Libraries",5,1297
10.5206,"University of Western Ontario, Western Libraries",3,64
10.12807,"University of Western Sydney SOHACA",1,15
10.3368,"University of Wisconsin Press",4,1809
10.9792,"University of Worcester",0,0
10.13001,"University of Wyoming Libraries",0,0
10.2498,"University of Zagreb",1,358
10.3336,"University of Zagreb, Department of Mathematics",1,357
10.12775,"Uniwersytet Mikolaja Kopernika/Nicolaus Copernicus University",11,466
10.5754,"Update Medical Publishing",1,533
10.5379,"Urban Planning Institute of the Republic of Slovenia",1,683
10.12748,"Usak University Journal of Material Sciences",1,7
10.3367,"Uspekhi Fizicheskikh Nauk Journal",5,9054
10.5185,"VBRI Press",1,178
10.5603,"VM Media Sp zo.o. - VMGroup SK",5,859
10.5463,"VU E-Publishing",3,112
10.3131,"Vacuum Society of Japan",4,5643
10.13109,"Vandenhoeck & Ruprecht GmbH & Co, KG",0,0
10.1350,"Vathek Publishing",6,2175
10.9785,"Verlag Dr. Otto Schmidt KG",0,0
10.1553,"Verlag der Osterreichischen Akademie der Wissenschaften",27,2868
10.3217,"Verlag der Technischen Universitat Graz (mEDRA)",1,7
10.5560,"Verlag der Zeitschrift fuer Naturforsch",3,970
10.2478,"Versita Sp. z.o.o.",359,32817
10.14202,"Veterinary World",1,9
10.3728,"Vienna University of Technology, Institute of General Physics",0,0
10.3125,"Vietnam Journals Online",12,663
10.3846,"Vilnius Gediminas Technical University",23,3513
10.4101,"Virtual Worlds Research Consortium",1,2
10.5473,VitJournals,0,0
10.3196,"Vittorio Klostermann GMBH",3,607
10.7820,"Vocabulary Learning and Instruction",1,14
10.5308,"Vrlsoft, Inc.",1,17
10.7220,"Vytautas Magnus University",5,46
10.2471,"WHO Press",12,1543
10.2495,WITPress,7,595
10.3920,"Wageningen Academic Publishers",4,613
10.3371,"Walsh Medical Media, LLC",1,232
10.1515,"Walter de Gruyter GmbH",286,249810
10.3884,"Walter de Gruyter GmbH (European Journal of Nanomedicine)",1,12
10.3969,"Wanfang Data prefix (for IEEE acquisition)",0,0
10.2175,"Water Environment Federation",4,14321
10.9754,"Webmed Limited",1,1
10.4248,"West China College of Stomatology, Sichuan University Press",1,7
10.7727,"West Indian Medical Journal",1,74
10.5035,"West-Japanese Society of Orthopedics & Traumatology",1,11565
10.1362,"Westburn Publishers",3,678
10.2336,"Western Japan Division of JDA",1,5880
10.5811,"Western Journal of Emergency Medicine",1,184
10.7768,"Western Kentucky Libraries",1,118
10.5055,"Weston Medical Publishers",4,279
10.13072,"Whitaker Institute",0,0
10.7815,"White Globe Publications",1,67
10.3197,"White Horse Press",2,1044
10.1921,"Whiting & Birch Ltd",5,473
10.5221,"Whiting & Birch, Ltd.",0,0
10.5301,"Wichtig Editore, SRL",12,2385
10.7589,"Wildlife Disease Association",1,146
10.11609,"Wildlife Information Liaison Development Society",2,1735
10.3322,"Wiley (American Cancer Society)",1,98
10.2966,"Wiley Blackwell (AHRC Research Centre)",1,253
10.1892,"Wiley Blackwell (American College of Veterinary Internal Medicine)",0,0
10.1359,"Wiley Blackwell (American Society Bone & Mineral Research)",1,2
10.2755,"Wiley Blackwell (Blackwell Publishing - Foundation for Cellular and Molecular Medicine)",0,0
10.1034,"Wiley Blackwell (Blackwell Publishing - Munksgaard)",51,2181
10.1113,"Wiley Blackwell (Blackwell Publishing -The Physiological Society)",3,12271
10.1111,"Wiley Blackwell (Blackwell Publishing)",1321,2823004
10.1046,"Wiley Blackwell (Blackwell Publishing)",18,807
10.1348,"Wiley Blackwell (British Psychological Society)",0,0
10.1506,"Wiley Blackwell (Canadian Academic Accounting Association)",1,60
10.3162,"Wiley Blackwell (Comparative Legislative Research Center)",0,0
10.2746,"Wiley Blackwell (Equine Veterinary Journal)",2,31
10.1516,"Wiley Blackwell (International Journal of Psychoanalysis)",1,25
10.1301,"Wiley Blackwell (International Life Sciences Institute)",0,0
10.1002,"Wiley Blackwell (John Wiley & Sons)",943,3301302
10.3405,"Wiley Blackwell (New York Academy of Sciences E-Briefings)",0,0
10.1196,"Wiley Blackwell (New York Academy of Sciences)",1,671
10.3170,"Wiley Blackwell (Opulus Press)",1,35
10.3401,"Wiley Blackwell (Production and Operations Management)",1,4
10.1581,"Wiley Blackwell (Robotic Publications)",1,42
10.1576,"Wiley Blackwell (Royal College of Obstetricians & Gynecologist)",1,78
10.1256,"Wiley Blackwell (Royal Meteorological Society)",1,222
10.1526,"Wiley Blackwell (Rural Sociological Society)",1,215
10.1897,"Wiley Blackwell (Society of Environmental Toxicology and Chemistry)",0,0
10.5054,"Wiley Blackwell (Teachers of English to Speakers of Other Languages, Inc.)",1,99
10.4004,"Wiley Blackwell (The Wildlife Society)",1,98
10.5707,"Wilolud Journals",10,55
10.3888,"Wolfram Research",1,98
10.3840,"Wolfram Research",0,0
10.1533,"Woodhead Publishing",0,0
10.2501,"World Advertising Research Center",3,1111
10.5716,"World Agroforestry Centre",0,0
10.5365,"World Health Organization, Western Pacific Regional Office",1,104
10.5847,"World Journal of Emergency Medicine",1,149
10.13105,"World Journal of Meta-Analysis",0,0
10.7588,"World Literature Today",1,324
10.11634,"World Scholars",2,40
10.1142,"World Scientific",143,109386
10.7165,"World Technopolis Association",1,22
10.1895,WormBook,1,170
10.13166,"Wyzsza Szkola Gospodarki Euroregionalnej im. Alcide de Gasperi w Jozefowie",1,3
10.7174,"Wyzsza Szkola Handlu I Uslug",1,1
10.5082,XMLArchive,0,0
10.12987,"Yale University Press",0,0
10.2342,"Yamaguchi University Medical Association",1,195
10.3312,"Yamashina Institute for Ornithology",1,924
10.5350,"Yerkure Tanitim ve Yayincilik Hizmetleri",4,397
10.12701,"Yeungnam University College of Medicine (KAMJE)",1,33
10.11611,"Yonetim ve Ekonomi Arastirmalan Dergisi - Journal of Management and Economics Research",1,28
